'name', 'SEASON_ID', 'Player_ID', 'Game_ID', 'GAME_DATE', 'MATCHUP', 'WL', 'MIN', 'FGM', 'FGA', 'FG_PCT', 'FG3M', 'FG3A', 'FG3_PCT', 'FTM', 'FTA', 'FT_PCT', 'OREB', 'DREB', 'REB', 'AST', 'STL', 'BLK', 'TOV', 'PF', 'PTS', 'PLUS_MINUS', 'VIDEO_AVAILABLE'
Kawhi Leonard,22023,202695,22301079,"MAR 31, 2024",LAC @ CHA,W,37,10,19,0.526,2,5,0.4,1,2,0.5,1,4,5,2,0,0,2,2,23,5,1
Kawhi Leonard,22023,202695,22301064,"MAR 29, 2024",LAC @ ORL,W,38,12,21,0.571,3,6,0.5,2,2,1.0,1,10,11,5,4,2,3,4,29,5,1
Kawhi Leonard,22023,202695,22301052,"MAR 27, 2024",LAC @ PHI,W,36,7,19,0.368,0,3,0.0,3,4,0.75,4,5,9,3,2,2,1,2,17,5,1
Kawhi Leonard,22023,202695,22301043,"MAR 25, 2024",LAC vs. IND,L,38,11,18,0.611,1,2,0.5,3,3,1.0,2,2,4,3,0,2,3,2,26,-10,1
Kawhi Leonard,22023,202695,22301028,"MAR 24, 2024",LAC vs. PHI,L,31,7,16,0.438,1,6,0.167,5,5,1.0,1,5,6,3,1,0,2,1,20,-1,1
Kawhi Leonard,22023,202695,22301017,"MAR 22, 2024",LAC @ POR,W,29,9,15,0.6,2,4,0.5,2,3,0.667,1,5,6,3,0,1,3,0,22,17,1
Kawhi Leonard,22023,202695,22301003,"MAR 20, 2024",LAC @ POR,W,28,9,16,0.563,1,3,0.333,5,6,0.833,1,3,4,2,4,0,2,0,24,11,1
Kawhi Leonard,22023,202695,22300982,"MAR 17, 2024",LAC vs. ATL,L,37,8,17,0.471,3,8,0.375,9,10,0.9,0,2,2,2,1,1,3,0,28,-15,1
Kawhi Leonard,22023,202695,22300964,"MAR 15, 2024",LAC @ NOP,L,39,8,15,0.533,1,3,0.333,6,6,1.0,1,6,7,2,0,2,1,1,23,0,1
Kawhi Leonard,22023,202695,22300956,"MAR 14, 2024",LAC @ CHI,W,34,12,17,0.706,2,5,0.4,1,2,0.5,2,3,5,3,1,1,3,0,27,21,1
Kawhi Leonard,22023,202695,22300944,"MAR 12, 2024",LAC vs. MIN,L,12,2,4,0.5,1,2,0.5,1,2,0.5,0,2,2,2,0,0,0,0,6,13,1
Kawhi Leonard,22023,202695,22300917,"MAR 09, 2024",LAC vs. CHI,W,38,8,15,0.533,0,1,0.0,3,3,1.0,2,7,9,4,0,1,2,1,19,4,1
Kawhi Leonard,22023,202695,22300897,"MAR 06, 2024",LAC @ HOU,W,39,11,18,0.611,1,4,0.25,5,5,1.0,1,5,6,7,2,0,0,1,28,9,1
Kawhi Leonard,22023,202695,22300880,"MAR 04, 2024",LAC @ MIL,L,37,6,19,0.316,2,8,0.25,2,3,0.667,0,4,4,5,4,1,1,2,16,0,1
Kawhi Leonard,22023,202695,22300873,"MAR 03, 2024",LAC @ MIN,W,38,12,26,0.462,1,4,0.25,7,8,0.875,1,4,5,1,2,1,2,1,32,-11,1
Kawhi Leonard,22023,202695,22300865,"MAR 01, 2024",LAC vs. WAS,W,29,9,20,0.45,2,8,0.25,7,7,1.0,4,5,9,4,1,1,1,2,27,12,1
Kawhi Leonard,22023,202695,22300848,"FEB 28, 2024",LAC vs. LAL,L,39,11,19,0.579,3,6,0.5,1,2,0.5,2,5,7,6,1,0,1,1,26,-2,1
Kawhi Leonard,22023,202695,22300827,"FEB 25, 2024",LAC vs. SAC,L,36,7,18,0.389,0,3,0.0,6,7,0.857,0,8,8,3,4,1,3,0,20,-12,1
Kawhi Leonard,22023,202695,22300807,"FEB 23, 2024",LAC @ MEM,W,36,10,18,0.556,2,6,0.333,2,2,1.0,2,6,8,4,3,1,6,2,24,8,1
Kawhi Leonard,22023,202695,22300799,"FEB 22, 2024",LAC @ OKC,L,31,9,12,0.75,0,2,0.0,2,2,1.0,0,3,3,2,1,0,2,2,20,-17,1
Kawhi Leonard,22023,202695,22300770,"FEB 12, 2024",LAC vs. MIN,L,30,8,17,0.471,1,3,0.333,1,1,1.0,4,0,4,1,1,0,3,2,18,-15,1
Kawhi Leonard,22023,202695,22300749,"FEB 10, 2024",LAC vs. DET,W,35,7,18,0.389,3,7,0.429,7,7,1.0,0,4,4,5,2,0,3,2,24,2,1
Kawhi Leonard,22023,202695,22300731,"FEB 07, 2024",LAC vs. NOP,L,33,4,10,0.4,1,3,0.333,6,8,0.75,1,5,6,4,2,1,3,0,15,-11,1
Kawhi Leonard,22023,202695,22300716,"FEB 05, 2024",LAC @ ATL,W,37,13,20,0.65,5,8,0.625,5,5,1.0,1,1,2,5,1,1,1,2,36,8,1
Kawhi Leonard,22023,202695,22300708,"FEB 04, 2024",LAC @ MIA,W,35,8,16,0.5,3,6,0.5,6,6,1.0,3,8,11,4,2,2,3,2,25,-6,1
Kawhi Leonard,22023,202695,22300688,"FEB 02, 2024",LAC @ DET,W,32,12,17,0.706,6,8,0.75,3,3,1.0,0,4,4,3,0,1,0,2,33,18,1
Kawhi Leonard,22023,202695,22300676,"JAN 31, 2024",LAC @ WAS,W,30,14,25,0.56,1,4,0.25,2,2,1.0,4,5,9,4,4,1,0,1,31,23,1
Kawhi Leonard,22023,202695,22300658,"JAN 29, 2024",LAC @ CLE,L,37,13,25,0.52,2,7,0.286,2,2,1.0,3,5,8,3,2,0,1,2,30,-9,1
Kawhi Leonard,22023,202695,22300646,"JAN 27, 2024",LAC @ BOS,W,29,10,15,0.667,3,5,0.6,3,3,1.0,1,6,7,2,2,2,2,1,26,27,1
Kawhi Leonard,22023,202695,22300637,"JAN 26, 2024",LAC @ TOR,W,31,7,13,0.538,2,4,0.5,0,0,0.0,1,6,7,3,1,2,1,0,16,11,1
Kawhi Leonard,22023,202695,22300618,"JAN 23, 2024",LAC vs. LAL,W,38,11,16,0.688,0,1,0.0,3,3,1.0,2,9,11,10,2,1,2,0,25,15,1
Kawhi Leonard,22023,202695,22300600,"JAN 21, 2024",LAC vs. BKN,W,37,6,15,0.4,2,3,0.667,7,8,0.875,1,3,4,4,0,1,2,2,21,15,1
Kawhi Leonard,22023,202695,22300568,"JAN 16, 2024",LAC vs. OKC,W,37,6,10,0.6,3,4,0.75,1,2,0.5,1,5,6,6,0,1,3,0,16,19,1
Kawhi Leonard,22023,202695,22300553,"JAN 14, 2024",LAC @ MIN,L,37,9,19,0.474,2,3,0.667,6,6,1.0,0,9,9,4,2,0,1,4,26,-13,1
Kawhi Leonard,22023,202695,22300537,"JAN 12, 2024",LAC @ MEM,W,29,10,16,0.625,2,5,0.4,0,0,0.0,0,7,7,4,2,2,1,3,22,11,1
Kawhi Leonard,22023,202695,22300526,"JAN 10, 2024",LAC vs. TOR,W,38,10,18,0.556,2,4,0.5,7,7,1.0,2,1,3,7,1,2,0,3,29,-5,1
Kawhi Leonard,22023,202695,22300511,"JAN 08, 2024",LAC vs. PHX,W,32,8,15,0.533,1,3,0.333,0,0,0.0,0,3,3,2,5,1,3,1,17,11,1
Kawhi Leonard,22023,202695,22300505,"JAN 07, 2024",LAC @ LAL,L,35,6,17,0.353,2,7,0.286,1,2,0.5,0,8,8,2,3,2,3,4,15,4,1
Kawhi Leonard,22023,202695,22300486,"JAN 05, 2024",LAC @ NOP,W,30,7,15,0.467,2,4,0.5,3,4,0.75,2,7,9,2,1,1,2,1,19,6,1
Kawhi Leonard,22023,202695,22300473,"JAN 03, 2024",LAC @ PHX,W,40,9,16,0.563,4,6,0.667,8,8,1.0,2,6,8,3,2,2,2,1,30,11,1
Kawhi Leonard,22023,202695,22300458,"JAN 01, 2024",LAC vs. MIA,W,34,10,19,0.526,2,5,0.4,2,3,0.667,1,5,6,5,4,1,2,0,24,24,1
Kawhi Leonard,22023,202695,22300372,"DEC 20, 2023",LAC @ DAL,W,37,12,22,0.545,1,6,0.167,5,5,1.0,3,7,10,5,1,1,0,0,30,7,1
Kawhi Leonard,22023,202695,22300350,"DEC 18, 2023",LAC @ IND,W,27,12,18,0.667,2,5,0.4,2,2,1.0,1,1,2,1,1,0,3,2,28,27,1
Kawhi Leonard,22023,202695,22300343,"DEC 16, 2023",LAC vs. NYK,W,30,12,16,0.75,5,6,0.833,7,7,1.0,1,6,7,4,2,0,0,1,36,15,1
Kawhi Leonard,22023,202695,22300325,"DEC 14, 2023",LAC vs. GSW,W,39,9,16,0.563,2,4,0.5,7,9,0.778,3,5,8,2,1,1,2,2,27,-1,1
Kawhi Leonard,22023,202695,22300309,"DEC 12, 2023",LAC vs. SAC,W,31,11,14,0.786,2,3,0.667,7,7,1.0,0,4,4,3,1,1,1,0,31,21,1
Kawhi Leonard,22023,202695,22300304,"DEC 11, 2023",LAC vs. POR,W,39,11,19,0.579,3,8,0.375,9,9,1.0,0,6,6,5,3,0,1,2,34,13,1
Kawhi Leonard,22023,202695,22301225,"DEC 08, 2023",LAC @ UTA,W,38,14,23,0.609,6,8,0.75,7,7,1.0,3,2,5,5,0,1,2,1,41,18,1
Kawhi Leonard,22023,202695,22301215,"DEC 06, 2023",LAC vs. DEN,W,38,8,16,0.5,1,3,0.333,0,0,0.0,1,3,4,5,1,1,2,2,17,-8,1
Kawhi Leonard,22023,202695,22300280,"DEC 02, 2023",LAC vs. GSW,W,39,9,16,0.563,2,5,0.4,0,0,0.0,0,8,8,7,1,0,3,2,20,8,1
Kawhi Leonard,22023,202695,22300273,"NOV 30, 2023",LAC @ GSW,L,35,9,17,0.529,2,2,1.0,3,4,0.75,1,6,7,0,2,0,0,2,23,2,1
Kawhi Leonard,22023,202695,22300264,"NOV 29, 2023",LAC @ SAC,W,37,14,18,0.778,2,3,0.667,4,6,0.667,0,9,9,3,1,2,0,2,34,20,1
Kawhi Leonard,22023,202695,22300257,"NOV 27, 2023",LAC vs. DEN,L,39,10,26,0.385,2,5,0.4,9,9,1.0,1,7,8,3,1,2,2,0,31,-5,1
Kawhi Leonard,22023,202695,22300244,"NOV 25, 2023",LAC vs. DAL,W,29,2,12,0.167,0,5,0.0,4,4,1.0,0,6,6,3,0,2,2,1,8,24,1
Kawhi Leonard,22023,202695,22300052,"NOV 24, 2023",LAC vs. NOP,L,34,8,17,0.471,1,7,0.143,3,4,0.75,1,7,8,3,1,1,1,0,20,-15,1
Kawhi Leonard,22023,202695,22300235,"NOV 22, 2023",LAC @ SAS,W,36,10,17,0.588,2,6,0.333,4,4,1.0,0,4,4,4,2,0,1,3,26,-2,1
Kawhi Leonard,22023,202695,22300223,"NOV 20, 2023",LAC @ SAS,W,28,8,17,0.471,2,6,0.333,3,3,1.0,2,2,4,3,1,1,0,0,21,17,1
Kawhi Leonard,22023,202695,22300037,"NOV 17, 2023",LAC vs. HOU,W,37,8,16,0.5,3,6,0.5,7,8,0.875,1,7,8,2,5,1,3,3,26,18,1
Kawhi Leonard,22023,202695,22300024,"NOV 14, 2023",LAC @ DEN,L,38,5,14,0.357,2,3,0.667,3,4,0.75,0,2,2,2,5,0,3,1,15,0,1
Kawhi Leonard,22023,202695,22300179,"NOV 12, 2023",LAC vs. MEM,L,37,6,16,0.375,1,4,0.25,1,2,0.5,1,4,5,3,1,2,0,3,14,-18,1
Kawhi Leonard,22023,202695,22300014,"NOV 10, 2023",LAC @ DAL,L,29,8,15,0.533,2,4,0.5,8,8,1.0,1,2,3,4,0,0,2,2,26,-8,1
Kawhi Leonard,22023,202695,22300160,"NOV 08, 2023",LAC @ BKN,L,36,7,16,0.438,1,6,0.167,2,2,1.0,0,6,6,2,2,1,1,1,17,3,1
Kawhi Leonard,22023,202695,22300151,"NOV 06, 2023",LAC @ NYK,L,32,8,16,0.5,2,6,0.333,0,0,0.0,2,3,5,3,0,0,0,2,18,-12,1
Kawhi Leonard,22023,202695,22300127,"NOV 01, 2023",LAC @ LAL,L,41,15,28,0.536,5,11,0.455,3,6,0.5,1,5,6,5,2,0,2,2,38,4,1
Kawhi Leonard,22023,202695,22300114,"OCT 31, 2023",LAC vs. ORL,W,33,3,11,0.273,0,3,0.0,2,2,1.0,2,6,8,3,2,0,1,1,8,18,1
Kawhi Leonard,22023,202695,22300099,"OCT 29, 2023",LAC vs. SAS,W,28,6,13,0.462,3,7,0.429,6,7,0.857,0,3,3,4,2,0,3,2,21,24,1
Kawhi Leonard,22023,202695,22300085,"OCT 27, 2023",LAC @ UTA,L,37,10,22,0.455,4,10,0.4,1,3,0.333,3,6,9,5,2,0,1,1,25,9,1
Kawhi Leonard,22023,202695,22300074,"OCT 25, 2023",LAC vs. POR,W,29,9,17,0.529,5,5,1.0,0,0,0.0,1,4,5,6,1,1,4,2,23,25,1
Kawhi Leonard,22022,202695,22201229,"APR 09, 2023",LAC @ PHX,W,36,11,21,0.524,0,3,0.0,3,5,0.6,0,15,15,6,0,0,4,4,25,-7,1
Kawhi Leonard,22022,202695,22201215,"APR 08, 2023",LAC vs. POR,W,29,7,17,0.412,3,8,0.375,10,10,1.0,1,7,8,4,0,1,2,0,27,11,1
Kawhi Leonard,22022,202695,22201196,"APR 05, 2023",LAC vs. LAL,W,43,9,17,0.529,4,7,0.571,3,4,0.75,1,6,7,4,0,0,1,2,25,-1,1
Kawhi Leonard,22022,202695,22201162,"APR 01, 2023",LAC @ NOP,L,41,15,28,0.536,4,8,0.5,6,6,1.0,1,7,8,4,0,1,2,1,40,3,1
Kawhi Leonard,22022,202695,22201156,"MAR 31, 2023",LAC @ MEM,L,18,4,9,0.444,2,4,0.5,2,2,1.0,0,3,3,0,1,2,2,1,12,12,1
Kawhi Leonard,22022,202695,22201129,"MAR 27, 2023",LAC vs. CHI,W,33,8,13,0.615,3,5,0.6,3,3,1.0,1,6,7,6,1,1,1,3,22,19,1
Kawhi Leonard,22022,202695,22201112,"MAR 25, 2023",LAC vs. NOP,L,27,4,16,0.25,0,6,0.0,4,6,0.667,1,5,6,4,2,0,2,1,12,-20,1
Kawhi Leonard,22022,202695,22201096,"MAR 23, 2023",LAC vs. OKC,W,35,13,15,0.867,3,4,0.75,3,4,0.75,2,4,6,6,4,0,2,2,32,16,1
Kawhi Leonard,22022,202695,22201082,"MAR 21, 2023",LAC vs. OKC,L,38,7,16,0.438,2,5,0.4,5,7,0.714,0,6,6,5,2,0,3,2,21,-5,1
Kawhi Leonard,22022,202695,22201069,"MAR 19, 2023",LAC @ POR,W,40,10,20,0.5,2,7,0.286,2,2,1.0,1,4,5,2,2,0,0,1,24,23,1
